date,end_of_day,vol
2022-11-27,1196.1962195659255,0.8745316328643918
2022-11-28,1170.115741471507,0.8731454536505815
2022-11-29,1216.936420693739,0.873332200012619
2022-11-30,1298.94077037352,0.8749274917846505
2022-12-01,1276.6393714030964,0.8750169383742903
2022-12-02,1293.9480231782143,0.8750677880078213
2022-12-03,1243.0408423289737,0.8738257838047453
2022-12-04,1282.4164481394064,0.8739528495777343
2022-12-05,1259.7575748565346,0.8737081870422394
2022-12-06,1271.9354761263946,0.8729709336937477
2022-12-07,1233.6250483990402,0.8733921089860612
2022-12-08,1281.210637067264,0.8738224390361854
2022-12-09,1264.4773467215684,0.8717862561788867
2022-12-10,1264.7922793495136,0.8700804597932004
2022-12-11,1264.317985551174,0.868998497940572
2022-12-12,1275.332421155143,0.8689209074600431
2022-12-13,1319.413007743119,0.8656804829150306
2022-12-14,1308.4001523403851,0.8654297811444025
2022-12-15,1263.7464240856877,0.8649621227790569
2022-12-16,1165.9737772823325,0.8681846771170307
2022-12-17,1189.4275215641987,0.8682630264585067
2022-12-18,1186.7779210362507,0.8679646376231772
2022-12-19,1166.9895905156618,0.8680544803480087
2022-12-20,1217.8888916641765,0.8692330292927026
2022-12-21,1213.3431612255224,0.8689021195058949
2022-12-22,1217.8525497108176,0.8688791959360422
2022-12-23,1220.701744919786,0.8682803246104277
2022-12-24,1221.3595303484499,0.8682025698303646
2022-12-25,1219.286343216304,0.8680560344475261
2022-12-26,1226.2534148310056,0.8680692890267792
2022-12-27,1211.819562063861,0.8681065700823147
2022-12-28,1188.7286638821608,0.866421488715229
2022-12-29,1201.5431060594274,0.8655569601229888
2022-12-30,1199.1104971711857,0.8652919718002878
2022-12-31,1196.6130648084502,0.8652736028352991
2023-01-01,1200.65921690107,0.8648509249445504
2023-01-02,1214.3789459253508,0.8647958585674894
2023-01-03,1214.760969419338,0.8646667387325188
2023-01-04,1256.4366037834864,0.8653871755022184
2023-01-05,1250.7922522355914,0.8632463328099851
2023-01-06,1270.028610178057,0.8625943640716284
2023-01-07,1264.8369433837202,0.8604087612930308
2023-01-08,1284.5754041342987,0.8600534302188152
2023-01-09,1321.676571173056,0.860367457199855
2023-01-10,1336.017071771777,0.8601983528356348
2023-01-11,1389.7716620941067,0.8595645533311506
2023-01-12,1417.134908743914,0.8587991416275707
2023-01-13,1453.3769102089225,0.8585199678701702
2023-01-14,1549.111474081304,0.8609467232807064
2023-01-15,1551.324517175301,0.8609227862014975
2023-01-16,1577.725890482971,0.8610702013231861
2023-01-17,1569.5308332272923,0.8601186972322921
2023-01-18,1516.555475473704,0.860620486201226
2023-01-19,1550.5088875585636,0.8606805151771325
2023-01-20,1661.3349193405402,0.8633338354237479
2023-01-21,1625.9093109886562,0.8505635848636767
2023-01-22,1630.8448549407967,0.848370041015185
2023-01-23,1632.9617267135266,0.8466244197506234
2023-01-24,1557.0597608721732,0.8471557613248177
2023-01-25,1614.6771850629295,0.8479433618567691
2023-01-26,1602.8469492523193,0.8479704266911028
2023-01-27,1598.4701935450053,0.8476465946469433
2023-01-28,1573.0634394330648,0.8458016716994576
2023-01-29,1646.5159900930198,0.8468518915816877
2023-01-30,1568.64771349631,0.8481514645520886
2023-01-31,1586.5395765836909,0.8476766085363099
2023-02-01,1642.857168158598,0.8474615291939441
2023-02-02,1648.6796840768716,0.8466215114826509
2023-02-03,1665.4278712238624,0.8466463945668654
2023-02-04,1667.2716925637008,0.8376947472771271
2023-02-05,1631.3725233636533,0.8379041747384698
2023-02-06,1617.144163289206,0.8378008683298315
2023-02-07,1672.8226777758136,0.8380312793850322
2023-02-08,1651.4083786023796,0.8380935272175736
2023-02-09,1546.383768658398,0.8396144747101313
2023-02-10,1515.5340268615535,0.8384491309377318
2023-02-11,1541.9688769412712,0.8372583685450988
2023-02-12,1515.3346311806397,0.8374135417291445
2023-02-13,1506.9162010135053,0.8373777588078406
2023-02-14,1556.963484345393,0.837899795679906
2023-02-15,1674.858207473528,0.8372015351770674
2023-02-16,1646.143501886728,0.8372243675347856
2023-02-17,1697.0848665737892,0.8341432303134141
2023-02-18,1692.518962831222,0.8335854134778291
2023-02-19,1680.3786857000732,0.8335749497658901
2023-02-20,1700.1986814992663,0.8322202607907594
2023-02-21,1656.582369571119,0.8323234284982389
2023-02-22,1643.1733937453491,0.8319093082417501
2023-02-23,1651.850006691427,0.8317244126266243
2023-02-24,1608.1034936538365,0.832133587459912
2023-02-25,1593.9519737908456,0.829498573743595
2023-02-26,1640.5827101943062,0.8300172035716747
2023-02-27,1633.9766289833817,0.8281604804571678
2023-02-28,1606.632639454843,0.8208619610216046
2023-03-01,1663.925777294461,0.8214107465244607
2023-03-02,1647.6646669077718,0.8214281112628067
2023-03-03,1570.668210599776,0.8218065716982662
2023-03-04,1568.4956010562191,0.8182659783452846
2023-03-05,1563.2256620056303,0.8180414763188791
2023-03-06,1567.3501465252189,0.8170231855473702
2023-03-07,1563.8131822475007,0.816702211205076
2023-03-08,1535.2602520971097,0.8162828624220804
2023-03-09,1440.1676618801841,0.8163338450316046
2023-03-10,1429.6031691041849,0.815223816658778
2023-03-11,1474.40324440156,0.815655177718586
2023-03-12,1588.1968020530471,0.8193258735611505
2023-03-13,1678.915634393308,0.8210076939345712
2023-03-14,1708.300897366666,0.8206781807515116
2023-03-15,1658.0701085663115,0.8211174511941731
2023-03-16,1679.7924762080895,0.8191606941832007
2023-03-17,1793.2988017342332,0.8218085551760972
2023-03-18,1769.4253269123851,0.8206220385088907
2023-03-19,1801.3674190114587,0.8208304560911152
2023-03-20,1744.4414599600184,0.8209121192443666
2023-03-21,1811.4112436682735,0.8217277068593715
2023-03-22,1747.6400281141143,0.8220619839405232
2023-03-23,1824.9566578949327,0.8230284454266488
2023-03-24,1751.2194078261725,0.8235768572919895
2023-03-25,1753.982636507409,0.823579709702666
2023-03-26,1776.867690456723,0.8236083174272423
2023-03-27,1719.1709726748606,0.8228951523415697
2023-03-28,1776.0436393298319,0.8234731734829873
2023-03-29,1795.5369478273235,0.8232492424675886
2023-03-30,1792.9085783080432,0.8232382146708874
2023-03-31,1824.0200055528176,0.8229268549272193
2023-04-01,1823.0003798253083,0.8212852995170867
2023-04-02,1797.7369883938552,0.8213856124465191
2023-04-03,1810.466255484756,0.8210581663857587
2023-04-04,1871.333525898643,0.821782917092427
2023-04-05,1911.3386899517511,0.8216330470861484
2023-04-06,1872.2466823679094,0.8186242846568136
2023-04-07,1866.6575447874154,0.8183846022883768
2023-04-08,1851.0506710706206,0.8183327996762094
2023-04-09,1859.9403872878142,0.8180050112531725
2023-04-10,1909.8820609415914,0.8183494902637843
2023-04-11,1892.938911069582,0.8153922608432848
2023-04-12,1920.2230311931223,0.8153774976994912
2023-04-13,2012.785415162006,0.8163526597129878
2023-04-14,2102.9461882949076,0.8169962343586843
2023-04-15,2093.166331331955,0.816975659452893
2023-04-16,2118.5987891538853,0.8170379132838187
2023-04-17,2077.5356646371833,0.8169431728951703
2023-04-18,2103.2788135921514,0.8167368059081362
2023-04-19,1936.4259207983632,0.8204446111691809
2023-04-20,1943.4355981925776,0.8204179278889642
2023-04-21,1850.1497384242152,0.8212700514118587
2023-04-22,1877.5413280611456,0.821384684050904
2023-04-23,1863.6391422142244,0.8213704196139149
2023-04-24,1842.6307920871575,0.8214235789445438
2023-04-25,1870.5652231230274,0.8210362476242806
2023-04-26,1867.5893250124868,0.8183137508486662
2023-04-27,1910.456779102895,0.8181011413265209
2023-04-28,1894.4280839501073,0.8180025410078057
2023-04-29,1905.2738522732104,0.8170917536512289
2023-04-30,1885.3919353369215,0.8166749344617464
2023-05-01,1832.725799406749,0.8164108246402825
2023-05-02,1870.828572787594,0.8166158578169668
2023-05-03,1903.7282107352776,0.816390133493191
2023-05-04,1877.4011950525364,0.8145611341080952
2023-05-05,1993.6129657474344,0.814425202506798
2023-05-06,1900.410599025731,0.8155309955657006
2023-05-07,1895.2301480548908,0.8152474902971675
2023-05-08,1849.2886295625283,0.8142648060725188
2023-05-09,1846.0642640231483,0.8072360267960405
2023-05-10,1842.865558834664,0.8061481136226882
2023-05-11,1798.0719455262627,0.7985635283238425
2023-05-12,1808.6949999015692,0.7966490476616294
2023-05-13,1797.1994701376498,0.7963880101712398
2023-05-14,1799.0086586150053,0.7959512473667026
2023-05-15,1820.0447595407188,0.7950392506336325
2023-05-16,1823.6630183475188,0.7929943201813308
2023-05-17,1821.050634709663,0.7922794911394562
2023-05-18,1802.3909554834493,0.7876054647861734
2023-05-19,1812.1317035605853,0.7856122580724205
2023-05-20,1818.9695295035847,0.7850376870565315
2023-05-21,1804.9290671072804,0.7850543245020882
2023-05-22,1818.4014644980855,0.7843431941232261
2023-05-23,1854.1931182731782,0.7837561590538047
2023-05-24,1800.736010305837,0.7843086018058256
2023-05-25,1805.8057604056937,0.7840986004798343
2023-05-26,1828.9565366197276,0.780949802401202
2023-05-27,1830.3066513168976,0.7795367436551517
2023-05-28,1913.8162493165785,0.7796939812646693
2023-05-29,1893.7142740897043,0.779736826431985
2023-05-30,1901.078310164527,0.7734307638599881
2023-05-31,1874.694885027078,0.7731068657103318
2023-06-01,1861.7253869476187,0.7708038807309314
2023-06-02,1907.2123218510073,0.7711628346830565
2023-06-03,1892.0781764647577,0.7705661346295605
2023-06-04,1893.178280382087,0.770431604442571
2023-06-05,1813.6816549003997,0.771627276682018
2023-06-06,1883.2425846255821,0.7719744750654256
2023-06-07,1832.3204025034538,0.7721265047471235
2023-06-08,1846.0300017820573,0.7720278971504444
2023-06-09,1839.2080126581927,0.7720295412605559
2023-06-10,1754.6732284106363,0.7702197918610815
2023-06-11,1751.7245965042496,0.7658898874378399
2023-06-12,1742.5960525666158,0.7642467808096168
2023-06-13,1736.7894371674618,0.7444246471736823
2023-06-14,1650.6766675535464,0.7461680814035796
2023-06-15,1664.9774623940225,0.746117941624481
2023-06-16,1716.3772810928574,0.7346594957136859
2023-06-17,1726.3728097349979,0.7344955529140271
2023-06-18,1719.2731615068672,0.7293130226367622
2023-06-19,1734.7931034426633,0.7178035910043059
2023-06-20,1790.1904407317654,0.7184228741907432
2023-06-21,1892.899571916819,0.7205034882334391
2023-06-22,1874.1779470167141,0.7174226438510711
2023-06-23,1891.3450080216778,0.7121857731068021
2023-06-24,1875.0599619284883,0.7085897470572425
2023-06-25,1899.1473121046054,0.7085996951456646
2023-06-26,1859.8024196427973,0.7080196174545406
2023-06-27,1890.0129037837075,0.7081224762377125
2023-06-28,1828.4583364007253,0.7075702049482961
2023-06-29,1853.4452458749938,0.7064698902570745
2023-06-30,1934.0457142617754,0.7065546961279507
2023-07-01,1924.5672408676514,0.706543210414475
2023-07-02,1933.9598813832074,0.7065432701769724
2023-07-03,1953.7811276489165,0.7065799174899836
2023-07-04,1937.0004255391354,0.7030704253145144
2023-07-05,1910.5052605097412,0.7029942698374768
2023-07-06,1855.4747836363103,0.7021454030082497
2023-07-07,1869.317187141899,0.7009307327719164
2023-07-08,1864.8685919146383,0.7009047578926475
2023-07-09,1866.9167424803986,0.7007369020430286
2023-07-10,1875.2742726720535,0.6995250850961466
2023-07-11,1875.8658719294942,0.6966525691028601
2023-07-12,1873.5068153773982,0.6945731228197397
2023-07-13,2003.253616074307,0.6945689544429455
2023-07-14,1935.9402407442033,0.6921341092444219
2023-07-15,1931.389384157173,0.6913026214861097
2023-07-16,1923.0359898160434,0.6845759455397391
2023-07-17,1912.1228355695634,0.6845524385702288
2023-07-18,1897.199112644643,0.663962797309704
2023-07-19,1889.2238055517662,0.6637120646948178
2023-07-20,1891.0145054589366,0.6636200226746872
2023-07-21,1891.4724028266849,0.6628846869803281
2023-07-22,1858.3111958083061,0.6625992326324435
2023-07-23,1887.8269808569783,0.6626952042908324
2023-07-24,1850.431150587501,0.6623300634020535
2023-07-25,1857.5965927470297,0.6554295446202121
2023-07-26,1871.5331057115002,0.6553941191911422
2023-07-27,1858.77702138144,0.6410405504413982
2023-07-28,1874.6939950760675,0.6389648808480226
2023-07-29,1880.9180765299413,0.6389171153274811
2023-07-30,1861.8699097932104,0.6385163863353716
2023-07-31,1857.2761957628516,0.6384535434179939
2023-08-01,1869.7451086679923,0.6378543717699214
2023-08-02,1838.0119518760303,0.6381052256225934
2023-08-03,1835.7013026752861,0.6380087116805029
2023-08-04,1828.4611937761101,0.6379949209883108
2023-08-05,1835.0705778421902,0.6342220533486609
2023-08-06,1826.7067792702178,0.6339485181402207
2023-08-07,1826.9334855730522,0.633943434627726
2023-08-08,1856.8441445120409,0.6325748818621987
2023-08-09,1855.8907273266504,0.6310434410535039
2023-08-10,1850.8769886993493,0.6245943015836786
2023-08-11,1847.5418351143242,0.6244204936711993
2023-08-12,1848.505238656101,0.6230710670816247
2023-08-13,1839.5128095422053,0.6229879420754579
2023-08-14,1843.5133910053466,0.6225488227061201
2023-08-15,1826.9131281594616,0.6224369122257094
2023-08-16,1809.4604742643007,0.6223375902162716
2023-08-17,1675.8621709457839,0.6262685558296418
2023-08-18,1660.6791095302815,0.6262862491304683
2023-08-19,1669.233454808334,0.6135464656804733
2023-08-20,1682.461825140931,0.6130863240922655
2023-08-21,1666.8404654985097,0.6125399330738357
2023-08-22,1635.191294137295,0.6128503909881913
2023-08-23,1679.123993491918,0.6128530872297359
2023-08-24,1658.3996538851384,0.6129653765368276
2023-08-25,1653.4293196573105,0.6125343737561678
2023-08-26,1645.9049996794286,0.6024396534816786
2023-08-27,1656.9310584772875,0.6023838580628438
2023-08-28,1653.198566161456,0.6011156776386354
2023-08-29,1730.1902578762465,0.5974992489084704
2023-08-30,1705.1081032258105,0.5973617740620871
2023-08-31,1645.1815254166893,0.5981961572251254
2023-09-01,1630.6058904999302,0.5978336042940163
2023-09-02,1636.1621989563407,0.5977682843384208
2023-09-03,1635.4030431134638,0.5976276242905524
2023-09-04,1630.6275466678564,0.597465102122158
2023-09-05,1633.077003857269,0.5969765338881359
2023-09-06,1632.9024163463462,0.5960306970830047
2023-09-07,1646.3050827277937,0.5946509953348688
2023-09-08,1636.354258593187,0.5946784334858851
2023-09-09,1634.4459462937054,0.5926376119671424
2023-09-10,1617.486179584741,0.5916315954324128
2023-09-11,1549.8934231592937,0.5930306741623305
2023-09-12,1594.9745013935253,0.5930117995131545
2023-09-13,1607.736697039678,0.5875565630088591
2023-09-14,1626.436340686946,0.5863621198798195
2023-09-15,1641.9347582842215,0.577729338383971
2023-09-16,1634.4198849990876,0.5770824846288701
2023-09-17,1622.47877705834,0.5765311212658665
2023-09-18,1636.6346089914616,0.5690366760628741
2023-09-19,1643.69841825706,0.5681421368568971
2023-09-20,1621.5329552921687,0.5668161220808109
2023-09-21,1583.824247006604,0.5646612040087117
2023-09-22,1593.47015355046,0.5613408479754216
2023-09-23,1593.1799744357936,0.5613388749438739
2023-09-24,1580.4777945863666,0.5613282264662769
2023-09-25,1588.4711834402021,0.5610142402362297
2023-09-26,1592.4861256187212,0.5601699890717906
2023-09-27,1597.4168102614992,0.560160626999023
2023-09-28,1652.196396535431,0.5611246921212161
2023-09-29,1667.9888487709648,0.5611738515744586
2023-09-30,1670.9989557571496,0.5611423395310491
2023-10-01,1733.8180349156962,0.562139405396635
2023-10-02,1665.2764251106737,0.5629849452955834
2023-10-03,1656.3220030722484,0.5619564691535631
2023-10-04,1648.1933725281149,0.5612357651811714
2023-10-05,1612.9948892467298,0.5616111462512213
2023-10-06,1646.393402292886,0.5619567346005777
2023-10-07,1635.0828552489816,0.5616322448974835
2023-10-08,1634.2216551482747,0.5615795113591764
2023-10-09,1580.1777604853462,0.5625998409502336
2023-10-10,1567.4582264892952,0.5621354435586362
2023-10-11,1564.9162030441025,0.5620584139403861
2023-10-12,1536.812804708381,0.5622825613693588
2023-10-13,1550.9668729956575,0.5623153874815089
2023-10-14,1555.4562079337263,0.5622821742210734
2023-10-15,1557.7608092483292,0.5619979452471264
2023-10-16,1601.2321896426622,0.5621513568755623
2023-10-17,1565.060587724063,0.562311111639479
2023-10-18,1564.0711872017082,0.5620518291471268
2023-10-19,1568.3746833451946,0.5616366036582835
2023-10-20,1603.9099355967796,0.5620463312223358
2023-10-21,1629.2955293417388,0.5620949166955361
2023-10-22,1664.5706380939323,0.5623891881907234
2023-10-23,1764.9303085804013,0.5642550472701339
2023-10-24,1784.773410988584,0.5640977596001051
2023-10-25,1785.555149097494,0.5572866660733024
2023-10-26,1804.1617691384567,0.5526738146481173
2023-10-27,1780.5704118622923,0.5517256694777084
2023-10-28,1776.3535658345309,0.5511347626981151
2023-10-29,1798.1654135455137,0.5497492774443472
2023-10-30,1809.639301345049,0.5494742177103484
2023-10-31,1816.803148929945,0.549348710865924
2023-11-01,1846.482230513473,0.5495544885005378
2023-11-02,1800.9071798806326,0.5487854937284256
2023-11-03,1834.1730567056395,0.5490348934531741
2023-11-04,1855.454385276214,0.5442496915455107
2023-11-05,1895.9380660074166,0.5445383816536138
2023-11-06,1898.5182255844231,0.5434742988016267
2023-11-07,1887.315321843377,0.5435099568390392
2023-11-08,1891.491779137154,0.521981907216419
2023-11-09,2128.6095039438633,0.5049318595331678
2023-11-10,2078.853466304058,0.46978170208958664
2023-11-11,2052.994586063755,0.4699320823627975
2023-11-12,2046.0870799735535,0.46891810514162746
2023-11-13,2060.5328561356905,0.46813143150795256
2023-11-14,1980.5154306252414,0.4696782312616368
2023-11-15,2061.635532253063,0.4712749729842388
2023-11-16,1962.243839589886,0.4729845275234868
2023-11-17,1956.5174321166123,0.4727775285040922
2023-11-18,1962.6305661102026,0.47271013129199796
2023-11-19,2011.1267210635335,0.4732655431709135
2023-11-20,2022.3881475372507,0.4690570452328774
2023-11-21,1940.4448103653,0.46991204004287956
2023-11-22,2065.9414413104028,0.47365358473280156
2023-11-23,2062.269551857858,0.4718383553832737
2023-11-24,2080.8517575183496,0.47165877086093144
2023-11-25,2085.426621540017,0.4716186581930487
2023-11-26,2064.0742181655314,0.47175749206210693
2023-11-27,2030.000505811856,0.47201405898934923
2023-11-28,2048.535256652576,0.47147945620770954
2023-11-29,2025.9373276989,0.4700960296723885
2023-11-30,2051.7567179446996,0.4655937726506809
2023-12-01,2085.7123613209396,0.46545555118855236
2023-12-02,2165.297880951399,0.46673545904956637
2023-12-03,2190.7040403697074,0.46502250862349553
2023-12-04,2242.961542677477,0.46458492003903434
2023-12-05,2294.0951698534136,0.46464459775504496
2023-12-06,2232.0254402104606,0.465482390813225
2023-12-07,2354.386930946088,0.46738122013168704
2023-12-08,2359.8890564833255,0.465945672866829
2023-12-09,2341.07248115182,0.4658088820825003
2023-12-10,2352.0987284889175,0.4658135899236644
2023-12-11,2222.3468384000316,0.469302270211081
2023-12-12,2200.3337161808727,0.46939838675354656
2023-12-13,2260.8823525751127,0.46895781052385394
2023-12-14,2317.4650743736975,0.4694228096392109
2023-12-15,2219.9516178764084,0.4701008314108628
2023-12-16,2227.936447135476,0.463344474767332
2023-12-17,2199.5401211883855,0.4632261656002034
2023-12-18,2216.929013563485,0.4632447837932798
2023-12-19,2176.8394126574362,0.4633039073740809
2023-12-20,2198.421404460542,0.4614906033238589
2023-12-21,2236.186961753279,0.4617080293885295
2023-12-22,2327.048962711535,0.463321438244041
2023-12-23,2310.955662998272,0.46340839999137096
2023-12-24,2264.911143671657,0.46392643719063803
2023-12-25,2273.6326121146535,0.46391545334958245
2023-12-26,2230.8761843957795,0.464366366830697
2023-12-27,2376.771249284193,0.4684766208235389
2023-12-28,2345.2607087446872,0.46824938954498996
2023-12-29,2299.5262072752594,0.4686693512385408
2023-12-30,2294.3440063451,0.46867141716598737
2023-12-31,2279.9410085689606,0.4687275185174132
2024-01-01,2350.0262860085095,0.4696021656048831
2024-01-02,2360.7821195890947,0.469516282714026
2024-01-03,2211.1708278638766,0.4740595974383033
2024-01-04,2270.977439333732,0.47361802125698904
2024-01-05,2267.087035484658,0.4735884017528778
2024-01-06,2241.5108270042424,0.4735798885236028
2024-01-07,2220.151561688879,0.47367967812906775
2024-01-08,2331.6603294356382,0.4759477738087884
2024-01-09,2341.160624264102,0.47518561493314665
2024-01-10,2588.769163919145,0.4863316968630747
2024-01-11,2618.3298618964914,0.48491956851323315
2024-01-12,2524.5016938912413,0.486072289309883
2024-01-13,2575.9247354333543,0.4858459430734238
2024-01-14,2477.9374784307734,0.48322900332159496
2024-01-15,2515.3199803936955,0.48341700983422015
2024-01-16,2589.4826316304293,0.483975042840162
2024-01-17,2528.3287854519394,0.48458745691173544
2024-01-18,2467.3289785137254,0.4839780191351785
2024-01-19,2489.6180646533794,0.4835883192075054
2024-01-20,2470.2636151036777,0.47857557662835426
2024-01-21,2454.909543339834,0.4780945647071502
2024-01-22,2307.5870034987734,0.4820243004709409
2024-01-23,2241.942776155338,0.4829392192484075
2024-01-24,2236.7393130974074,0.48058193554133805
2024-01-25,2219.6145274459245,0.4793288684776825
2024-01-26,2268.8707315074744,0.47971211338679826
2024-01-27,2267.907851752534,0.47969839986574486
2024-01-28,2257.0544646456055,0.47942836128871
2024-01-29,2314.59472753004,0.47788179838313893
2024-01-30,2344.001400019654,0.4755320267172821
2024-01-31,2282.4858670158414,0.4762281307688501
2024-02-01,2301.737299308667,0.47504717195170415
2024-02-02,2307.4329984830933,0.4750431507087445
2024-02-03,2294.7159248044077,0.47500616130984563
2024-02-04,2290.084492877089,0.47501694995236565
2024-02-05,2298.669906674278,0.47447756932525853
2024-02-06,2372.7608787345252,0.47538155230292506
2024-02-07,2424.0730404652095,0.47466015980253223
2024-02-08,2420.9685614791365,0.4744562008050046
2024-02-09,2487.8508971967804,0.4706887133545318
2024-02-10,2499.4921841564314,0.47020196416325544
2024-02-11,2505.076808453919,0.4699363077437965
2024-02-12,2657.990407976775,0.4732912002393688
2024-02-13,2641.5360974921623,0.47330158072875383
2024-02-14,2780.372974906562,0.4749798910535109
2024-02-15,2826.821475855177,0.46941562843932344
2024-02-16,2807.3717030539606,0.4691138386176553
2024-02-17,2788.561332499608,0.4682751480828017
2024-02-18,2874.945276040071,0.46917113314866904
2024-02-19,2943.723084777655,0.4696083853913167
2024-02-20,3015.438952062055,0.4700436017764564
2024-02-21,2977.0820166829903,0.4694617699818405
2024-02-22,2974.1315861319913,0.46936377885357594
2024-02-23,2926.2859129063513,0.46969686160522933
2024-02-24,2988.317384063568,0.46923099067060764
2024-02-25,3113.4082982877167,0.4707942203143161
2024-02-26,3173.62994683714,0.47032579912714434
2024-02-27,3242.0476538223666,0.4706868794202717
2024-02-28,3380.8039555421246,0.47205110071399686
2024-02-29,3347.6904724233455,0.471021322077681
2024-03-01,3431.75199772032,0.4714224399794452
2024-03-02,3421.89214692414,0.46888050294462563
2024-03-03,3487.190931866777,0.4691600402656964
2024-03-04,3634.311067557102,0.4707988212514645
2024-03-05,3581.5348849085663,0.47111055339986935
2024-03-06,3822.365818156151,0.4755028572402617
2024-03-07,3861.9009990137733,0.47509530143617057
2024-03-08,3893.6138841967036,0.47066306240187716
2024-03-09,3916.041187699099,0.47055609315676494
2024-03-10,3887.473104733291,0.46981372727873233
2024-03-11,4070.6040749869985,0.46599685686042086
2024-03-12,3978.685771378112,0.46350276080676867
2024-03-13,4007.9121260756656,0.46328779154425953
2024-03-14,3879.038366642958,0.46348664401122747
2024-03-15,3738.381184462065,0.4649936220963555
2024-03-16,3514.222472178163,0.4645827545773549
2024-03-17,3643.280347379834,0.4656076442196804
2024-03-18,3525.8936406700236,0.4666122880468481
2024-03-19,3171.293836639821,0.4766027886641297
2024-03-20,3515.6884318548646,0.48704251744443633
2024-03-21,3493.4304387798707,0.48567642194249994
2024-03-22,3322.891277320318,0.48651717818975715
2024-03-23,3353.371241538487,0.48471049193634974
2024-03-24,3454.257071389558,0.48551732205881076
2024-03-25,3588.493402189288,0.48678138920603004
2024-03-26,3591.5485279028403,0.4855370833773251
2024-03-27,3505.2181161826984,0.48527035955550296
2024-03-28,3560.26151146781,0.4853792662532234
2024-03-29,3516.096057627979,0.4855852753361706
2024-03-30,3507.6606559474685,0.48536753063733196
2024-03-31,3644.767598784896,0.4867659716687687
2024-04-01,3508.2477201085417,0.4881177639194731
2024-04-02,3274.901203544406,0.4928978382839113
2024-04-03,3316.6829546775257,0.4919946070173566
2024-04-04,3332.089836615912,0.4916146536062621
2024-04-05,3320.2815889834437,0.49113595061997667
2024-04-06,3362.838907503287,0.49123261759971176
2024-04-07,3453.4361261792887,0.4917583975955942
2024-04-08,3695.239391141908,0.4964282130179538
2024-04-09,3503.6535996841044,0.49874472727955554
2024-04-10,3539.7630640649413,0.49869421913780154
2024-04-11,3508.5784984486436,0.49865778926710147
2024-04-12,3245.5005926983195,0.5024113499348773
2024-04-13,3022.0057852476043,0.5054715249020715
2024-04-14,3157.683765827796,0.5073076164705509
2024-04-15,3101.190735674771,0.5075632329590255
2024-04-16,3083.7060147660673,0.507185025794751
2024-04-17,2982.6157347097997,0.5082169299988097
2024-04-18,3064.9115922294277,0.5024194951197651
2024-04-19,3065.682561565907,0.5024172163948947
2024-04-20,3152.1915066519473,0.500651398294984
2024-04-21,3147.13775429932,0.5004928895238797
2024-04-22,3199.769589894069,0.5006316366575309
2024-04-23,3218.9672686428075,0.5004765421601026
2024-04-24,3138.814357009402,0.501012790587246
2024-04-25,3157.6193174815944,0.5010193160992291
2024-04-26,3131.4192197400516,0.500669543299334
2024-04-27,3259.2522227654413,0.5020921733473528
2024-04-28,3259.503404256033,0.5020800006093517
2024-04-29,3213.6890004948136,0.5021816151823844
2024-04-30,3018.549635877818,0.5051898921594984
2024-05-01,2976.0902075157046,0.5050725856173117
2024-05-02,2988.5486490452654,0.5048255125891128
2024-05-03,3102.1512923656555,0.5058992689850935
2024-05-04,3115.0233215730136,0.5022944338332583
2024-05-05,3136.57511039041,0.4999796127881351
2024-05-06,3064.5913995603364,0.5005683355571688
2024-05-07,3015.1597696166846,0.5002131368422624
2024-05-08,2975.72696606529,0.5004193005834218
2024-05-09,3038.3447046668207,0.5007831315907877
2024-05-10,2910.684500017475,0.5020173878562444
2024-05-11,2908.9827849031903,0.5020043171453735
2024-05-12,2931.3106669139133,0.5019761695962534
2024-05-13,2948.3034552659406,0.5019925506120797
2024-05-14,2881.7959916152945,0.5024768468677778
2024-05-15,3035.758955126304,0.5051421624715741
2024-05-16,2943.5851283842208,0.5061519886654962
2024-05-17,3095.9968442929658,0.5084832761191844
2024-05-18,3120.5493782541066,0.508507334435013
2024-05-19,3071.324418093757,0.5088084895819831
2024-05-20,3656.390090299324,0.5425818391705572
2024-05-21,3792.486220211773,0.5436790451300171
2024-05-22,3741.897740560911,0.5436300152960885
2024-05-23,3766.398091341944,0.542747585207048
2024-05-24,3727.065981583209,0.5428997831501065
2024-05-25,3750.077159389676,0.542812326478688
2024-05-26,3825.277957577714,0.5430978793989452
2024-05-27,3893.3921058941055,0.5415888815695722
2024-05-28,3840.68886040005,0.5416694965341634
2024-05-29,3765.3025567780796,0.5421120727137633
2024-05-30,3748.6391523334596,0.5419121373545099
2024-05-31,3761.0692456476336,0.5418343167219416
2024-06-01,3813.452441559934,0.5415061977113311
2024-06-02,3780.7119847349145,0.5415189051972499
2024-06-03,3766.6376499412618,0.5415496381912972
2024-06-04,3814.932030146498,0.5398276671985658
2024-06-05,3871.0820906216727,0.5387668800949025
2024-06-06,3812.701856549199,0.538244880775928
2024-06-07,3679.3766523741783,0.5395153145259161
2024-06-08,3683.0253801346485,0.5394836044725714
2024-06-09,3705.8998844045504,0.5373223681448527
2024-06-10,3666.8276647258203,0.537463549539182
2024-06-11,3498.5559542215797,0.5395774760117596
2024-06-12,3559.4475336257624,0.5397588142186818
2024-06-13,3465.316584199481,0.5380193959707286
2024-06-14,3478.7748349889234,0.5379850217323778
2024-06-15,3565.1232591862595,0.5376980179852987
2024-06-16,3618.508652976102,0.5378344245521789
2024-06-17,3510.3586935289036,0.5387650524130975
