date,end_of_day,vol
2022-07-10,36.72673590110457,
2022-07-11,33.50915025006571,
2022-07-12,32.81893154431144,
2022-07-13,34.94649867641145,
2022-07-14,37.17597728466076,
2022-07-15,37.44045111321192,
2022-07-16,39.60146830743091,
2022-07-17,38.62422664809307,
2022-07-18,43.68127821391667,
2022-07-19,44.92662577061741,
2022-07-20,42.19129439126226,
2022-07-21,43.18589352726285,
2022-07-22,40.57509235571396,
2022-07-23,40.12586568362252,
2022-07-24,40.98522629187172,
2022-07-25,36.70021199705349,
2022-07-26,36.2281816493087,
2022-07-27,40.29544931385727,
2022-07-28,42.831212766381604,
2022-07-29,42.13988872458668,
2022-07-30,43.80347390626749,
2022-07-31,42.48000309195332,
2022-08-01,41.70142770548663,
2022-08-02,40.21202813817764,
2022-08-03,38.634063074873644,
2022-08-04,38.94463727964988,
2022-08-05,40.496917469507096,
2022-08-06,40.17551021431985,
2022-08-07,40.646219845232366,
2022-08-08,42.156823142394586,
2022-08-09,40.49015736455393,
2022-08-10,42.295780396654315,
2022-08-11,42.75287041576665,
2022-08-12,45.34052505434913,
2022-08-13,46.62762818566225,
2022-08-14,44.97769928373126,
2022-08-15,43.902581229420576,
2022-08-16,43.25208387360771,
2022-08-17,40.5562855378095,
2022-08-18,39.618894866249,
2022-08-19,35.98979542858258,
2022-08-20,35.23183017005089,
2022-08-21,36.53272408478192,
2022-08-22,35.48979518227352,
2022-08-23,35.705064719424506,
2022-08-24,34.98161284031775,
2022-08-25,35.34736653928148,
2022-08-26,31.78642232940313,
2022-08-27,31.639231915430067,
2022-08-28,30.630708245633155,
2022-08-29,32.4676226051912,
2022-08-30,31.460462070253442,
2022-08-31,31.453501865317026,
2022-09-01,31.62752044554708,
2022-09-02,31.196467701402543,
2022-09-03,31.076260104837697,
2022-09-04,32.14492440492364,
2022-09-05,32.21580982933859,
2022-09-06,30.932571057846985,
2022-09-07,32.75240078147267,
2022-09-08,33.60651304711081,
2022-09-09,34.707446929384965,
2022-09-10,35.15110408808845,
2022-09-11,34.90471667494537,
2022-09-12,37.344616214599014,
2022-09-13,33.05973266575832,
2022-09-14,34.071010519185705,
2022-09-15,33.064248381166855,
2022-09-16,32.18223307870709,
2022-09-17,33.76184563714559,
2022-09-18,31.08875046830983,
2022-09-19,32.71343099163381,
2022-09-20,31.405493503670975,
2022-09-21,30.825149460297027,
2022-09-22,32.46791740152261,
2022-09-23,33.71195119466151,
2022-09-24,33.5038789488122,
2022-09-25,32.32786924066603,
2022-09-26,33.85239531271168,
2022-09-27,32.76612155979491,
2022-09-28,33.303299964397056,
2022-09-29,33.93599567295436,
2022-09-30,33.24966351604033,
2022-10-01,32.45579081734204,
2022-10-02,32.09702548893108,
2022-10-03,32.9839333048039,
2022-10-04,34.12979146381925,
2022-10-05,34.09322257643218,
2022-10-06,33.33775389191098,
2022-10-07,32.91839237624644,
2022-10-08,32.60000089346164,
2022-10-09,32.90519327468117,
2022-10-10,31.96971297778321,
2022-10-11,30.78828821701152,
2022-10-12,31.141224150324152,
2022-10-13,30.58269363666032,
2022-10-14,30.03589921524538,
2022-10-15,29.576743642363166,
2022-10-16,30.166911022944717,
2022-10-17,31.244752367609617,
2022-10-18,30.20117255023985,
2022-10-19,28.896837887443453,
2022-10-20,28.066217683059563,
2022-10-21,28.106224235014817,
2022-10-22,28.023343879724933,
2022-10-23,29.236688692602588,
2022-10-24,28.27000912814364,
2022-10-25,30.94126246793174,
2022-10-26,31.282585848386002,
2022-10-27,30.645340017734377,
2022-10-28,32.11387302905561,
2022-10-29,32.83944699956292,
2022-10-30,32.90718815746148,
2022-10-31,32.601269385086546,
2022-11-01,32.241011165572196,
2022-11-02,30.788368557204965,
2022-11-03,30.826600438059216,
2022-11-04,33.78843206020886,
2022-11-05,36.718402105659706,
2022-11-06,32.77319825330046,
2022-11-07,29.549317195242182,
2022-11-08,24.228110657252586,
2022-11-09,14.004070064665834,
2022-11-10,17.835598021542133,
2022-11-11,16.62539193943823,
2022-11-12,14.705480178123391,
2022-11-13,13.252557222481085,
2022-11-14,14.096615435025512,
2022-11-15,14.355239175466979,
2022-11-16,14.355619333262617,
2022-11-17,13.6648684030464,
2022-11-18,13.297631137033255,
2022-11-19,12.884681620446196,
2022-11-20,12.34545378191367,
2022-11-21,11.918134100426501,
2022-11-22,12.43518958219904,
2022-11-23,14.41547582162108,
2022-11-24,14.592503903295015,
2022-11-25,14.075605372227663,
2022-11-26,14.165189223351776,
2022-11-27,14.106428306970507,
2022-11-28,13.343102977299333,
2022-11-29,13.374085329507322,
2022-11-30,14.147104839194206,
2022-12-01,13.509181414049966,
2022-12-02,13.765463207102767,
2022-12-03,13.334397065233695,
2022-12-04,13.77680995818705,
2022-12-05,13.873608444994208,
2022-12-06,14.297707876898496,
2022-12-07,13.536826034301907,
2022-12-08,13.693154351693547,
2022-12-09,13.612942245486757,
2022-12-10,13.585881060448473,
2022-12-11,13.43947528747435,
2022-12-12,13.323956780887805,
2022-12-13,13.828059313467737,
2022-12-14,14.149132608950133,
2022-12-15,13.99445500184834,
2022-12-16,12.272262832879411,
2022-12-17,12.525815065018055,
2022-12-18,12.416580463138258,
2022-12-19,11.935662354331416,
2022-12-20,12.280549822837152,
2022-12-21,12.119428779139206,
2022-12-22,11.794712289114807,
2022-12-23,11.800554937016997,
2022-12-24,11.470319693968511,
2022-12-25,11.400966653702737,
2022-12-26,11.301306466517868,
2022-12-27,11.080348903525167,
2022-12-28,9.770824845767208,
2022-12-29,9.597795220448539,
2022-12-30,9.888231243760044,
2022-12-31,9.961462943297743,
2023-01-01,9.973949402565085,1.1707058747015684
2023-01-02,11.266377430112355,1.178485158929714
2023-01-03,13.35539239265287,1.1935283395087508
2023-01-04,13.456292702243212,1.1935514577036332
2023-01-05,13.4384801751579,1.1915784537605778
2023-01-06,13.52449342211224,1.1913116445139114
2023-01-07,13.088904148424348,1.1882861137287668
2023-01-08,14.366071146091024,1.1917480136586431
2023-01-09,16.302299779948743,1.199811103423896
2023-01-10,16.203193608411635,1.1993958183982052
2023-01-11,16.463404027248835,1.1990407002370944
2023-01-12,16.615747688335087,1.195943477466974
2023-01-13,18.279734593696567,1.2001072205840841
2023-01-14,24.302862020252288,1.2454816641065358
2023-01-15,22.837523286781188,1.2467506024607
2023-01-16,23.58595194500377,1.2472529157249452
2023-01-17,22.88158744195828,1.2465192389643374
2023-01-18,20.85763434507722,1.249379732657349
2023-01-19,21.414560030848286,1.2490988176214255
2023-01-20,25.575834872318875,1.2635871640368324
2023-01-21,24.66528659481628,1.2574580888527152
2023-01-22,24.271834895555187,1.2482067979232816
2023-01-23,24.42662802224712,1.246956168483064
2023-01-24,22.789340075999174,1.246330519826625
2023-01-25,24.66040314512689,1.2486188870160602
2023-01-26,24.36322901881959,1.248338830508387
2023-01-27,24.413747574727985,1.2480445568003942
2023-01-28,23.986175814200923,1.2479583759460238
2023-01-29,26.177676356517786,1.2502686773382459
2023-01-30,23.963335339722715,1.2527375963650402
2023-01-31,23.961391317370346,1.2507161464078134
2023-02-01,24.983305840269857,1.2471442425702053
2023-02-02,24.31948995599126,1.245214402652426
2023-02-03,24.68649699930336,1.2453042971445574
2023-02-04,24.352020663436914,1.2398503204390374
2023-02-05,23.513631913468004,1.2401342328794842
2023-02-06,22.716952472159907,1.2404949848328943
2023-02-07,23.90420986102095,1.241481789213616
2023-02-08,23.20655514024452,1.2413731367728413
2023-02-09,20.437682981228342,1.2468614407031395
2023-02-10,20.123843926968277,1.2451289480153878
2023-02-11,20.84493733301781,1.2423469751052596
2023-02-12,21.44076791086341,1.2427090779673038
2023-02-13,20.784744709901553,1.2428374050312878
2023-02-14,21.845218317851522,1.2434775388743253
2023-02-15,23.889195936602945,1.2439520239016446
2023-02-16,22.34460084623935,1.2452720749374746
2023-02-17,23.193970760954844,1.2431955942888087
2023-02-18,23.45134176118436,1.2428015950711382
2023-02-19,24.810534025961243,1.2440928986012012
2023-02-20,26.03500765229307,1.2451043335122356
2023-02-21,24.92100975933338,1.2430139152681574
2023-02-22,24.17008033584799,1.2426244179992736
2023-02-23,23.92438702728231,1.2425797535399214
2023-02-24,23.05835270436486,1.2422231932192034
2023-02-25,22.410354409005556,1.241760374154358
2023-02-26,23.2309130687567,1.2420620959602018
2023-02-27,22.693578143913324,1.2412859828210554
2023-02-28,21.915750684020768,1.23060943376738
2023-03-01,22.505797650327754,1.2309328405387432
2023-03-02,21.97401655702821,1.2309173532733415
2023-03-03,21.406769225209032,1.2301335340045887
2023-03-04,20.955534666423198,1.2280099919079008
2023-03-05,21.002570684743905,1.2278644501317886
2023-03-06,20.630964332653576,1.2267063525018986
2023-03-07,20.272742155068944,1.2264703682028484
2023-03-08,18.427916426509864,1.2297102814724301
2023-03-09,17.333062116446644,1.2288005307740217
2023-03-10,18.212698187615544,1.2286469908234383
2023-03-11,18.068481612784193,1.228382794385549
2023-03-12,20.33815687662464,1.2349206162424147
2023-03-13,20.37708065182474,1.2345501700270674
2023-03-14,20.979934755407683,1.234601699370911
2023-03-15,19.336400031117087,1.2367608315633554
2023-03-16,19.83281185840033,1.2355588405240865
2023-03-17,21.644627640065494,1.2390702025204527
2023-03-18,21.3174625685989,1.2389146533990762
2023-03-19,22.022111232219224,1.2390518730511697
2023-03-20,22.322024083945994,1.2385139955360784
2023-03-21,22.74020634944038,1.2386759219192258
2023-03-22,21.578068068860432,1.2394839226009975
2023-03-23,22.306155317675998,1.2389599445297224
2023-03-24,20.77377095038958,1.2382682546500494
2023-03-25,20.593698856407208,1.237859567645512
2023-03-26,20.982289382374262,1.237610700459122
2023-03-27,19.9575402149083,1.2373020018349783
2023-03-28,20.499340517704876,1.2376490740359782
2023-03-29,21.13233391276909,1.2369067951644586
2023-03-30,20.574404775975303,1.234366419803402
2023-03-31,21.205401851519337,1.234659168429195
2023-04-01,21.083500216310668,1.2308081182496766
2023-04-02,20.565439368841062,1.230932796332474
2023-04-03,20.436690295056867,1.230399363757007
2023-04-04,20.92110064061127,1.230353703940935
2023-04-05,20.982374355205106,1.2296976855694677
2023-04-06,20.609002527101183,1.2249788857520423
2023-04-07,20.483785300410602,1.223637564402212
2023-04-08,20.042581304598304,1.2215875893951476
2023-04-09,20.30433669084828,1.2212466587915387
2023-04-10,20.875123146348265,1.2216225688863411
2023-04-11,23.005654690114106,1.2210061101077379
2023-04-12,23.830532666421693,1.2208452615537866
2023-04-13,24.42771024521707,1.2210529513227597
2023-04-14,24.77371399717611,1.2205846146676036
2023-04-15,24.076086968961334,1.220845469590251
2023-04-16,25.295764682293626,1.221921417363848
2023-04-17,24.582472271741043,1.2220966471312198
2023-04-18,24.828831956308186,1.22199108596705
2023-04-19,22.66921834829298,1.2233104507035564
2023-04-20,22.17878507364592,1.2232101302854645
2023-04-21,21.256329975789992,1.2233804379628717
2023-04-22,21.85149833032492,1.2237163949390575
2023-04-23,21.49927294670662,1.2237925788185289
2023-04-24,21.388123623341926,1.2237193070803494
2023-04-25,21.93961247225034,1.2238115325713685
2023-04-26,21.25624752923348,1.2230051670624422
2023-04-27,22.337864023679735,1.2237883179186815
2023-04-28,23.374818189016118,1.2247418791290556
2023-04-29,23.12840167422879,1.2241778996637753
2023-04-30,22.998321615708303,1.220725310009654
2023-05-01,22.00748575266789,1.220251642010684
2023-05-02,22.262824662378538,1.220123839181873
2023-05-03,22.21964186016809,1.2199898311086714
2023-05-04,21.741800973800856,1.2173480920267037
2023-05-05,22.81860623219127,1.2153345159597913
2023-05-06,21.986706406341238,1.2154078327682805
2023-05-07,22.002452285817817,1.2150392750893269
2023-05-08,20.65668464098513,1.2153755130924566
2023-05-09,20.656981167558687,1.2060563745524895
2023-05-10,20.975704627626367,1.2051105141955103
2023-05-11,20.25440267119237,1.1803297194897615
2023-05-12,20.920162303818756,1.1754238458375887
2023-05-13,20.899582667518416,1.172051808059241
2023-05-14,20.936961536705592,1.1692169439896314
2023-05-15,21.037748291765592,1.1629531350161273
2023-05-16,20.686212717829434,1.1597573864841937
2023-05-17,21.058205359893172,1.1577238019685152
2023-05-18,20.34519578780548,1.1505577316813596
2023-05-19,20.351526847180452,1.1493651772819131
2023-05-20,20.269684813481774,1.1481970992982606
2023-05-21,19.630800782887565,1.1485016504320007
2023-05-22,19.558762789709252,1.147459187980907
2023-05-23,20.04690938871374,1.1457033474113787
2023-05-24,19.214323127332815,1.1463787341051346
2023-05-25,19.25614469626469,1.1459581347580061
2023-05-26,19.36699951306376,1.142159552493793
2023-05-27,20.405231600621736,1.1419392002169257
2023-05-28,20.815122816700484,1.138962808662894
2023-05-29,20.57365784393182,1.1389685410361474
2023-05-30,21.24838739611184,1.1383181493242376
2023-05-31,20.82042686685682,1.1382032538843356
2023-06-01,20.512888560566594,1.1314516194245643
2023-06-02,21.257126169627412,1.1319197071187395
2023-06-03,21.148206267732874,1.13011485431746
2023-06-04,21.869750120036684,1.1304794100087077
2023-06-05,20.082497255511015,1.1333678526043796
2023-06-06,20.399316366367188,1.1288024477676493
2023-06-07,18.64940911323256,1.1300454738413723
2023-06-08,18.91886786249937,1.1300023719798276
2023-06-09,17.319852048307002,1.1327627818743276
2023-06-10,15.712291030595962,1.134261723162751
2023-06-11,15.552165715300829,1.1308801424019579
2023-06-12,15.219121441698295,1.127450391767995
2023-06-13,14.996084137168715,1.1244844968301029
2023-06-14,14.511891316589251,1.1236412713878363
2023-06-15,14.741774826096673,1.1121420622743905
2023-06-16,15.305652843805758,1.1054385851023105
2023-06-17,15.626354272653252,1.1053143584872638
2023-06-18,15.434485233897272,1.104948520464117
2023-06-19,16.038762253116875,1.1031092347995286
2023-06-20,16.625143403026637,1.1030825337375942
2023-06-21,17.263202092310653,1.1035954408828181
2023-06-22,16.645392580230443,1.1029134642260736
2023-06-23,17.100927585909893,1.0970566819264196
2023-06-24,16.63062758389679,1.0916061539406023
2023-06-25,16.96011970924781,1.0918015368102956
2023-06-26,16.284012804480415,1.0904190526000042
2023-06-27,16.60408750457774,1.0903317905731553
2023-06-28,15.996424735598712,1.0878412707283531
2023-06-29,17.998439800632905,1.094346909138734
2023-06-30,18.93035984897103,1.0954278654987522
2023-07-01,18.612769704794168,1.09552628169665
2023-07-02,19.44673332510388,1.096377945202223
2023-07-03,19.20521438307814,1.096450558393028
2023-07-04,19.218958872995298,1.091908218540478
2023-07-05,18.972151107472232,1.0912640641286668
2023-07-06,19.919047781939852,1.0912539414753488
2023-07-07,21.43877643006556,1.0932196118859439
2023-07-08,21.896701111607186,1.093426136115059
2023-07-09,21.351397376477994,1.0936238339351283
2023-07-10,21.302647128052204,1.0930588799870151
2023-07-11,22.068233989934726,1.0900854275132157
2023-07-12,21.997627799970363,1.0898860594458315
2023-07-13,25.990368470421153,1.102950454006752
2023-07-14,26.708371434451514,1.1014742380956393
2023-07-15,27.351375942539022,1.1017022692457432
2023-07-16,27.365079998210923,1.100225364233088
2023-07-17,26.861798043195297,1.1000979862800349
2023-07-18,25.526176388954614,1.0934678996082985
2023-07-19,26.353311684653363,1.0935758584972426
2023-07-20,25.3350693194684,1.092555126045899
2023-07-21,25.58950999514426,1.092349687276348
2023-07-22,24.45678468463933,1.0915672281853752
2023-07-23,24.773703505475776,1.091580870479885
2023-07-24,23.422633571179617,1.0927533995982646
2023-07-25,23.267716629540782,1.0877211147156407
2023-07-26,25.1519878372353,1.0906165747241106
2023-07-27,25.093488053679394,1.0848642284058603
2023-07-28,24.825803970620775,1.0831029654355748
2023-07-29,25.16504796989767,1.0830632637874342
2023-07-30,24.266784359176683,1.0829412757707275
2023-07-31,23.75665877952372,1.082722795333092
2023-08-01,23.92554655853081,1.0825883807513488
2023-08-02,23.134812664080517,1.0825031409143322
2023-08-03,22.654451935469393,1.0819866974504986
2023-08-04,22.809920321126338,1.0819787789797368
2023-08-05,22.62509186558245,1.081278109408923
2023-08-06,23.16031151415157,1.081505511828165
2023-08-07,23.05200017950495,1.0814538057759067
2023-08-08,24.203816824917432,1.0819694470251042
2023-08-09,24.384610250755937,1.081262291745182
2023-08-10,24.61887321060917,1.0803894824297837
2023-08-11,24.57980986376842,1.0803381371313683
2023-08-12,24.891819066984105,1.0787144053619449
2023-08-13,24.223294007901522,1.078671152894303
2023-08-14,25.14772487652887,1.0787696614860005
2023-08-15,23.875641318375827,1.0796932477479213
2023-08-16,22.846367700285874,1.080452379476257
2023-08-17,21.646961802699884,1.0799293389205595
2023-08-18,21.330196240480664,1.0797812191428477
2023-08-19,21.878330239316607,1.076173952944919
2023-08-20,21.747537100837746,1.0759798638515805
2023-08-21,21.20210914644501,1.0756506835149973
2023-08-22,20.55389205635584,1.0757067582006148
2023-08-23,21.672558527450196,1.0770603022246465
2023-08-24,21.02615201908747,1.077285546646435
2023-08-25,20.392834533596297,1.077663871521182
2023-08-26,20.27381527104058,1.0729246223797388
2023-08-27,20.781187138711672,1.073195281070247
2023-08-28,20.562540137575354,1.0727622279981808
2023-08-29,21.756889820182593,1.0726590983088913
2023-08-30,20.840938892992455,1.0730429565959367
2023-08-31,19.73118602186944,1.0743878528843553
2023-09-01,19.339387541129707,1.074565015771855
2023-09-02,19.46854293968664,1.0744933204874607
2023-09-03,19.57639006334943,1.0744976557789576
2023-09-04,19.491905828235154,1.07396555538766
2023-09-05,20.270462383722805,1.0746970209177107
2023-09-06,19.625034431663497,1.0744270054399951
2023-09-07,19.887886504760793,1.0729079934307202
2023-09-08,19.59598499714458,1.0726984821296741
2023-09-09,19.440479779530477,1.0722295888143243
2023-09-10,18.241559982955604,1.0739254852615785
2023-09-11,17.705129864271623,1.074301994103591
2023-09-12,17.94444618355289,1.0720882911717307
2023-09-13,18.403573351427394,1.066247295156343
2023-09-14,18.829900592345915,1.0660595378950788
2023-09-15,19.17312182700796,1.0658031964598058
2023-09-16,19.126902793634855,1.06546789854595
2023-09-17,18.803112818374224,1.0644738448932247
2023-09-18,19.64014703071697,1.0624336430434922
2023-09-19,20.04209873431388,1.0613506177291994
2023-09-20,20.287247895504184,1.0606502835025204
2023-09-21,19.470117691401224,1.061262961142083
2023-09-22,19.437726515592722,1.0599348324256388
2023-09-23,19.47116415036064,1.0592460039322342
2023-09-24,19.351752066049695,1.0592457721524713
2023-09-25,19.394881050820743,1.0586602179477778
2023-09-26,19.01708701773738,1.0577919673031744
2023-09-27,19.12786529422154,1.0573181058592187
2023-09-28,19.94620329719107,1.0580548827000857
2023-09-29,20.294161364007895,1.0580283140976288
2023-09-30,21.387052432956956,1.0591890840201441
2023-10-01,23.88149631052896,1.0652658365388918
2023-10-02,23.40994675528492,1.065397920486092
2023-10-03,23.546636568867523,1.0650690397798048
2023-10-04,23.14279023721254,1.0646687817924323
2023-10-05,22.719916973389385,1.064833696756272
2023-10-06,23.43163795467068,1.0650364147134204
2023-10-07,23.293820293560618,1.06497416794862
2023-10-08,23.24916669447795,1.0649270321506505
2023-10-09,22.11144636191878,1.066045088791276
2023-10-10,22.10708097425926,1.065650302497766
2023-10-11,21.96097231022005,1.065010152020848
2023-10-12,21.26544011226295,1.0654453006243072
2023-10-13,21.826473760164795,1.0655958260492018
2023-10-14,22.00456614346382,1.0654593205785863
2023-10-15,21.916231700248684,1.0653488482954518
2023-10-16,23.981381940492962,1.0692714924045372
2023-10-17,23.971056117737877,1.068704429541593
2023-10-18,23.434057784969053,1.0684072104515987
2023-10-19,24.942676655920565,1.0693694092067796
2023-10-20,27.034557905425466,1.072132539900535
2023-10-21,29.355573342373983,1.0754446173729895
2023-10-22,29.02138704288216,1.0755146243538272
2023-10-23,31.736583271682292,1.0786326802237467
2023-10-24,30.133994925651603,1.079339320210328
2023-10-25,32.405323087903845,1.0778616543863762
2023-10-26,32.71431713179988,1.0778497900132271
2023-10-27,31.765434430978374,1.0780621001393211
2023-10-28,31.646807666480882,1.0770800449225868
2023-10-29,32.81601052032671,1.0774562063215427
2023-10-30,34.95699301421437,1.0793322993682402
2023-10-31,38.48164730744764,1.0838053742574263
2023-11-01,41.41420827516142,1.0862530369259107
2023-11-02,40.146033594069166,1.0857172204087662
2023-11-03,39.51759751315692,1.0858664997653589
2023-11-04,42.247239673022534,1.0838626380184109
2023-11-05,41.24303597170582,1.0808573960018149
2023-11-06,42.093540748889566,1.0754321080371525
2023-11-07,43.10992040160473,1.07089978688773
2023-11-08,43.24925747868605,1.0551083383728077
2023-11-09,45.358054333499396,0.9661725240165852
2023-11-10,56.672751743013606,0.9597068710614473
2023-11-11,56.46969150990378,0.9570048761836206
2023-11-12,55.96301542172404,0.9495070499117304
2023-11-13,52.21016126845803,0.9465587436809539
2023-11-14,56.84724399563444,0.9484543703655418
2023-11-15,65.42118249740835,0.9595116848910196
2023-11-16,57.85936549623421,0.9670914029878361
2023-11-17,58.08749906248073,0.9656219401953373
2023-11-18,58.43785104837524,0.9650869176861139
2023-11-19,61.4682208972665,0.9655185036086306
2023-11-20,56.387561224796215,0.9683832638431826
2023-11-21,52.03847144243665,0.9710739726615363
2023-11-22,57.63985489059395,0.9757172964707423
2023-11-23,56.6256819382833,0.9637179643571494
2023-11-24,56.87305815164875,0.9636902328357134
2023-11-25,58.81319665255164,0.9632781126342408
2023-11-26,57.65563041451083,0.963596882867704
2023-11-27,55.12228632634998,0.9647991683549139
2023-11-28,58.21650838026634,0.9643298095978369
2023-11-29,59.132384073791634,0.9643821208026687
2023-11-30,59.17998717985522,0.9629536449295059
2023-12-01,59.82358486245393,0.961651777896435
2023-12-02,63.54188841925499,0.9632360495419207
2023-12-03,63.0169956421846,0.9626303623491164
2023-12-04,61.55125929559973,0.9626559864012765
2023-12-05,60.9025608945616,0.9627849789088018
2023-12-06,62.23204453296526,0.9625943555691053
2023-12-07,67.69386460535054,0.9643309293452207
2023-12-08,74.84216401576747,0.9694819475869617
